ImageInstanceUID,width,height
5044cd2e31d1,2880,2400
6654e880e061,2880,2540
d54bbcd40f15,3052,3052
ea072afe529e,2978,2885
f3d975c4ca97,4248,3480
f263ce988492,2846,2330
6224f657e437,4248,3480
a61bb89f5ec8,3408,2800
c76d21aa7403,2994,2992
d472f472b4e8,4256,3488
6c4f8305465a,2846,2330
88cf06ca9b69,2832,2320
adab622e8195,3032,3032
eb61e3bdb2a5,2836,2336
6d0e530c6208,2767,2252
340f2ff1f3a3,2832,2320
e854c2bccdb3,2676,2336
0c047aa4af8f,3032,2436
f6293b1c49e2,3050,2539
3857daee16d2,2874,2800
9cbb5c89491c,3050,2539
c29d0eb39557,3032,2436
e11d1185331b,4240,3480
13edd4bdbbe4,4248,3480
36b3565f7220,2802,2801
a06bc359b5fb,3408,2800
1dc00be9fa90,2832,2320
4b9cee7ecf44,4020,3485
63f03afb1664,2832,2320
56eabfb7f38d,4256,3488
b9526de44654,4240,3480
87717257302c,4240,3480
9ae7751f111a,2802,2801
86cd5c80c715,4248,3480
ca215caf2aea,2802,2801
7c6141115890,2992,2991
dd4bc7cb94b0,4240,3480
04ee02f3b685,4248,3480
c376ed382362,2992,2991
2839d43f4706,1387,1140
0f4bc6a7b8b5,3133,2379
cac835503483,2140,1760
a5d66b038255,2832,2320
aa9009799d95,3056,2544
22abca0b916c,3013,2156
3eeb7e63c39e,3480,4240
0c7b15362352,3050,2539
3d2224cb6bb7,3400,2800
786ec73d1e3f,4280,3520
bfe06ca5534d,2872,2416
78753bfe52b2,4256,3488
0322cba9c844,3032,2520
eb54dfd59099,2802,2801
3775789b06bf,3050,2539
c02550dc623f,3056,2544
e01d23a04187,3027,2516
5062d954b4ce,3027,2516
193e2bddd6fb,4256,3488
f476eafd8d46,2836,2336
c3c012779959,2840,2874
25451ff5a571,2872,2416
1467c3c84c42,2840,2626
61752586ad22,2846,2330
58d616c1a4d4,2140,1760
0b9add7616b0,2836,2336
2a03d1c9b41f,3019,3012
433a6aea9914,3060,2548
28cd1f82f1be,2140,1760
53f58deb8cf6,2832,2320
97639c8fa4ed,2836,2336
a89be9ca2f61,2846,2330
60c35a8572a4,3056,2544
6e27eafb467c,2992,2991
0ea0c8f31614,1387,1140
3c520ff6d9b7,4240,3480
2db0feefc063,4256,3488
3e87fd4c0999,2846,2330
a63009c223b7,2855,3011
4605e6c8b75a,2607,2423
c74c321717a4,2832,2320
2f628d08955d,4240,3480
1ae58d26156b,2867,3072
d887fdb6099e,4240,3480
49b11f3e2a9c,2971,2417
2eef05cdb887,2788,2259
8b952bd3b600,3052,2764
b631ce6a8ccd,2836,2336
af1a0e5a5b49,3032,3032
306329dbbccc,4240,3480
db4e70794593,4256,3488
ebcdd0f1c8a1,2836,2336
6a106096c000,2660,2180
733d63022f55,2836,2336
b28ce3fcf553,4240,3480
ac6a0e26e7be,2832,2320
2a7f96c98513,2832,2320
027473c590c1,2537,2382
e9f069403241,3000,3000
5ca8a98cf1b4,2836,2336
c16c290f1601,4240,3480
b5916a232a5c,2846,2330
74d1705ecff6,4256,3488
be65d1a22de5,2836,2336
cac8e7084666,3408,2800
32e5cba874ee,4240,3480
5425263aab06,2836,2336
73a2a0a04c57,4248,3480
1ba3477552e0,3050,2539
9ed5f5971199,4256,3488
41b8a02172fb,2836,2336
6ac7da38e8e8,3050,2539
dd1cb14b85b1,4248,3480
a09c6b006ed5,4256,3488
99eff31c504f,2816,2874
cd43f505780f,3755,3494
83a8ad301e0f,4256,3488
62942080d0b6,2846,2330
8defd607936c,2446,2010
3b0227a5175e,2802,2801
afcabb453117,2919,2995
27f323d19997,2832,2320
343699137ae1,2798,2801
57f7c8ba8acb,4248,3480
87ed595ee261,4240,3480
a6d96727e16a,4240,3480
f6654dcc44dd,2010,2446
1c9bc3acd2db,3408,2800
0d4d35b492ba,4240,3480
38f7e0a0277c,2804,2336
c2e09dcc6455,2549,2263
502e912e6eb4,4256,3488
63fdf99db501,2798,1834
59001a4641f9,2880,2400
1f0419f1f5f8,3032,2436
8767798b8938,2836,2336
d41a1c9ccfc0,3050,2539
2a00cffa80b0,4248,3480
58aab279543f,2836,2336
fee880bc30b5,3056,2544
5613f35bd348,3408,3320
8cc78a4b690a,2500,2048
332334927996,2884,1956
7c970e08f700,2988,2548
c843d08b49b8,2836,2336
e249f4da3806,2938,2785
c561b2656646,3050,2539
26ce9d56bae8,3052,3052
612150e1e63b,2140,1760
015169fc4212,2828,2320
231fcc833906,2836,2336
ea608cd740a5,3408,2800
51d72afd2519,4248,3480
40c1179c23e8,3032,3032
eea28baa7c69,3072,2560
fe2008897820,1387,1140
ea4e6f4d1276,2832,2320
9bfeef7999bf,3035,2539
bab5ad2732f1,2872,2416
cbbd85c7f618,4256,3488
407901bb5f89,2836,2336
4fbaae87210f,2832,2320
6f9a25fa8c15,2836,2336
f19e0017819b,4256,3488
c00c7e8b673c,4248,3480
dbdf62e340eb,2832,2320
4d647a4df4a8,3032,2520
e00951255b1d,4240,3480
33a72bfb5ddb,2544,2028
9b32288603d4,2832,2320
8e31d6f2c136,3408,2800
1fffaf06c050,2832,2320
f47a7274ffc6,2992,2801
19f7b3d9e2f0,2750,3000
5b2261258aa5,2836,2336
81b28e3dfdc1,3050,2539
459bdad90d80,3032,3032
97d4bf8756a6,2992,2991
684230477525,2836,2336
4f0c18a7a451,4240,3480
e883a347072e,3056,2544
49c62ec000ce,2464,2179
77e0fa0609c9,3020,3052
d7fce155ce7c,4248,3480
8d0f0385c7e8,2978,3000
d984628f648f,3032,2520
73a3630753a5,4248,3480
7e36258357fa,3408,2800
261e900d92b1,3032,3032
779d18c490e9,2836,2336
b3ec5f95387a,2840,2874
db4332c32ac7,2990,2991
06de06e37023,4240,3480
4dbec1fe29e8,3028,2924
8ae5a0f6c1fa,4240,3480
2e16a6f0bf59,4240,3480
30159ae10968,2832,2320
a6d8e6229af7,2520,3032
bb1104267164,4248,3480
936889189a8b,2992,2991
01a1aabbef0d,2832,2320
7d1a749a336a,3056,2544
a73769bb6d03,2835,2538
6cccc27d8538,1958,1627
32f07d34a0db,3056,2544
127826b3a8ca,4248,3480
ba77c4831e02,3056,2544
c3da1af48805,3052,3052
ccdbe0112d6f,2802,2801
b689306ef723,3141,2800
b37f6a547874,4240,3480
bbdf09c114cf,3032,2520
0c32f2afac92,4248,3480
dd3a357497f7,4240,3480
52c97017741a,2836,2143
e2515b943e1e,3056,2544
af932f6c84c8,4240,3480
a2ee4b862182,4240,3480
ab6eb36dcfe8,2848,2539
7d15af0d52ba,2836,2336
2b37bc3747ad,2992,2991
26a7b7bd9168,3032,3032
4927468dcace,4256,3488
db55457e9cd2,3408,2800
2807582ad24e,3052,3052
2accbf7e5287,2471,2872
e49b56ecfcde,3050,2539
973db0636a3b,2832,2320
1b3cee648e36,4248,3480
61677edec1cf,4240,3480
d24841264958,2828,2320
57e688a7b16a,2140,1760
9a5d49cc13dc,2836,2336
5059c6c85ed9,2743,2405
2fb9bcd1c9ae,3052,2964
2bbfbda5bf88,2832,2320
9a381fb7bab0,2520,3032
db9f8ded592a,2802,2801
d229d8c47c9e,2836,2336
3ef04693bcf8,2710,2692
499464f6cdc9,4240,3480
d5b218e08e3f,4240,3480
be5ff9f2083d,4256,3488
016e884581b8,4240,3480
dc773d9243e1,3027,2516
709130ce5a22,3056,2544
bff9ffea639f,3032,2520
82a124c5336a,4256,3488
66526ae5dfc7,2913,2539
71b945465040,2836,2336
58934d9055e8,2990,2991
6d29c79a607a,2836,2336
b7e801a8021c,3032,2436
ddff141123c1,2836,2336
f76cebb4d35f,2872,2416
8093df07a5d0,3480,4240
3ea703bd1e0b,4248,3480
59937337e0a9,4256,3488
8eb882164ef4,3056,2544
70537432956f,4240,3480
777fc56435ba,2840,2175
86484cc4db08,2280,2309
d443de6eb20b,3052,3052
ee9cf518b37e,4256,3488
c9eb5a6fcee5,4240,3480
08fb5758220d,4240,3480
0dabccf9b632,2880,2540
c433f2351dd6,2806,2746
ea42a66bba4b,3050,2539
8d95766f633e,2880,2400
73b1deca7a38,2138,2268
212b48b31b1d,3056,2544
fee4447733fa,2431,2010
f0243e3c735f,4240,3480
8ffe76d2e1e7,2846,2330
72196cf82003,3056,2544
c6a53ade1af1,3032,2520
f72147bd2984,4248,3480
006e2ac85d57,3032,2436
58cb7e268638,4256,3488
127af3847970,2798,2991
282846988f20,2880,2540
9966560a12b3,4248,3480
01ddea932ac2,4256,3488
93c3665123d1,2436,2800
930be0160f2d,4248,3480
f4b0f6b024de,2784,2770
a0178e3a0d8f,3480,4240
c9a028b48504,2806,1826
fef3c9e51d8d,4248,3480
5dae029b62f0,2854,2853
247411eb282a,2802,2801
ce51b397b1a6,3480,4240
7df6f0a19939,3480,4240
a49539a0ea2d,4248,3480
b55e62a49379,4256,3488
e4a78ff8fa73,3032,2520
7b76a00cfb3a,4248,3480
8ded0693be5e,4240,3480
2512da499679,4240,3480
9d703123c8f8,3032,2520
c69d153f6ad8,2992,2991
d39c70f90d67,2728,2403
7faea59be3e7,3048,2536
88ecfea45ef4,3032,2436
b621bc3532ca,4240,3480
16219815d303,4256,3488
80eab37b6bf1,2996,3052
4c97b5cd1274,3032,2436
f5cf77bb0276,3052,3052
472b6afa3709,2836,2336
20a040efb0d8,3408,2800
139a8476e9de,2992,2991
a34fb36c1563,3408,2800
30782c5ea39a,4240,3480
92433ed035bd,4240,3480
b10c6aaeb773,2836,2336
7eb3b85fb3ae,4248,3480
c9ff3098d302,3048,2536
6ed447bd8557,2872,2416
3781073f1bcd,2880,2540
424eb6da8bb8,2836,2336
854d2bbd5502,3056,2544
7d91b9db5089,2832,2320
500c402a7e56,4256,3488
1823b7641c64,2872,2416
b7f90870e6cb,2992,2991
70113b96d1a4,4240,3480
e393f9122068,3032,2436
8e1f25bdf6ec,4248,3480
c7b15df55367,3056,2544
106632672b95,3408,2800
77be80db6930,4256,3488
3a750a490193,2836,2336
dde89852ae66,4240,3480
b09a2d5cdd2a,2981,2958
e03c29566ed4,3408,2800
5a945cc5cbbf,4256,3488
686c25134e34,3032,2520
5022177a3ac8,4256,3488
72e6cd168bd6,4240,3480
dd4b855fb596,3050,2539
eabfd532779c,2836,2336
024875121068,4240,3480
637c1043adba,2992,2991
3bea5bdbe6dc,4240,3480
6704fd5a65b9,2021,2021
68ce4e0fabae,4240,3480
2c130ee08736,2836,2336
2f700a7204cf,2938,2423
9eaf8578792a,3032,2520
ea3ab6f3dcad,2500,2048
ba455bb9a92f,2836,2336
cbe829d103c7,2836,2336
1d9dd17d19fd,4256,3488
90257c83f23a,4248,3480
a5beac3d9fb4,2836,2336
9d6115245977,2872,2416
9a1809c1437e,2446,2010
4dd819383579,2772,2336
71e0d3c3bc14,2880,2540
4f0f03727fad,2750,2336
4ec4f6830669,4248,3480
84ebe5bb9635,2872,2416
3a8bb39a1bb4,2446,2010
e5ea0d324c34,3296,2586
581fd56bc4bf,3480,4240
f0a83ca8133a,3050,2539
8798f704cce8,4891,4020
0283ed37496d,3214,3201
d9893c485b74,4248,3480
f8e17b1c73ff,3027,2516
8df39f4dcd7b,3316,2870
12bd82003c3c,2836,2336
4f08261dc040,4248,3480
c64ddad4795a,2836,2336
4e95d8ca7f2f,3032,2436
f99fd61d4072,4240,3480
35a789322c1d,3052,3012
7e7fc6fb3d0c,3032,3032
004cbd797cd1,2992,2991
0b33282b08d8,3050,2539
22b331ed8fe1,2836,2336
9f84c882d1dc,2700,2562
77051a42923e,4256,3488
9af4cef63686,4256,3488
482b482773ba,3005,2726
058d56025fa2,3056,2544
c9376e373c2f,4248,3480
534e868ea32f,2982,2491
8ab8682e8bc6,4240,3480
0e35dea2c13f,2359,2474
df565bcf3504,3052,3052
a5258915a31b,3040,2560
c2221c57b881,2995,2992
ffd91a2c4ca0,3408,2800
b923b00fc992,4240,3480
fad728091654,2802,2801
ba5ddbfff6a9,4248,3480
2984d39e3801,3408,2800
f2633be66b0d,2832,2320
c79b8f10427f,3050,2539
41c34c3d0d4a,4248,3480
c72e26e9ecae,3408,2800
89cf5d968135,3032,2520
68ed8274ae7e,4240,3480
e3edceba83e7,2836,2336
9319acd2ff28,2742,1882
b060a35658d5,3050,2244
74ad868fbf7f,3032,3032
c4b4890357fc,2880,2540
4f61de575e1a,3032,3032
9f34719296fa,4240,3480
6ef10f0b23d5,4256,3488
52fa3d2e2eb3,3488,3488
7f8c2bb053e5,3032,3032
50903e9be6fd,2428,2428
a885755619ad,2836,2336
330f08b39d19,4240,3480
68ca41778c30,3048,2536
9fbff9021743,3032,2436
86d74954b96a,4248,3480
71dc037443f4,2832,2320
c0e8c63f22c5,4240,3480
1808bdef30dd,2836,2336
bd7ffeb9da89,2828,2320
4aead97c229e,3249,2471
538525f017ca,2880,2400
c725f6525409,4248,3480
793a80ca32cf,2980,2822
a5a364383f34,2987,2781
17da9d9c513b,2320,1720
cc97e12153ae,2880,2400
46693c940f64,2836,2336
05c063f5cef5,2987,2781
ed8e9c18f3aa,2832,2320
26f643772090,2987,2781
738a252ee73d,2832,2320
0575769456b9,4240,3480
7ba4420fbb89,2928,2328
2ec8c6e591f6,3052,3052
3646ad5794bf,2846,2330
815e758da8bd,3072,2560
c74d0b00b765,3050,2215
32d66d7bbb5a,2846,2330
589bc7a8c4ba,3056,2544
3d0f367e5e17,4240,3480
e01e499cb1f3,2836,2336
20827c4abed5,4248,3480
5d664f9e5965,3056,2544
505693d77a18,2836,2336
744778647fa2,4248,3480
78bcfa26b0f0,4248,3480
e300d0904927,2880,2540
76c66ee8e58d,3388,2963
4c414b793562,2987,2781
356b6b275c2b,4248,3480
c821fc996d82,2832,2320
7b3e9f13d4e7,3388,2963
04cc2f7f4c4b,2987,2781
4444cafd21f8,3032,2520
b121806162c3,2987,2781
f2a37ea4c3f3,4248,3480
aab792cab057,2846,2330
d97a82ad2559,2798,2801
bdae2204d3eb,4248,3480
48c0fea2d415,2837,3047
2ce04c0ddb64,2836,2336
d3c5da1c1b1b,2140,1760
3c2bdbeb0046,3048,2536
7d610eaaecb3,2836,2336
01bf68877dab,4240,3480
bf3cd81b532c,3005,2584
81493e510606,4248,3480
89fc91cc28bb,4240,3480
7f8227faa07a,3032,2520
1ee8f6cbb6e2,3028,3052
b63360d53488,3408,2800
51718c743e81,2836,2336
f825c4eda7f4,2836,2232
b84d54b8f940,3032,2436
538916a496c4,2802,2801
6732a1608a89,3408,2800
ddfb77761fa0,3032,3032
95e0ef4a2016,2836,2336
ae29dd71ffa2,2988,2980
0583141e74d8,3056,2544
065fb159fd49,2992,2991
9a4d6452d998,2802,2805
89561310a324,2140,1760
5ebf5787e623,4248,3480
05b8ef849c25,1387,1140
e87a25f68d8c,3056,2544
b0070fbe180a,4240,3480
a3f371ac6ff2,3408,2800
9774d727d492,4240,3480
a61ec2856ea1,2974,2959
8b86757fa9fe,2655,2198
e037b8843af6,3032,2436
faca5b0d2002,4248,3480
b415ed817ce4,4256,3488
4e8a9f4212c7,3028,3052
b713660c7f89,2836,2336
35d4359edb51,3056,2544
ba91ac5eeae1,4240,3480
80fce345720c,2836,2336
cac34fa486b6,3050,2539
eb0852368951,2829,1998
c04e00187179,4256,3488
7e4a4ef3ff9f,3316,2870
5a2487b8efd9,2140,1760
052f53733165,2320,2828
d52129d63a30,3040,2560
52478e480a15,2846,2330
21f6548ae9d4,1844,1919
3cdb285b3a43,3056,2544
5a462d6eb606,4248,3480
518e12fc469c,2814,2330
7fac771f8c22,4256,3488
2dff913a5fa3,2802,2801
0846e5c4dfd2,1742,1793
4f7d8597167f,2992,2991
47146f12882c,4256,3488
7a9e05e5bdc6,4256,3488
b1bed038a501,2836,2336
216f1644fc2e,2992,2621
7c5dcf4ebb82,3408,2800
1bdd9b4f0781,2880,2400
2a7a456d367e,2836,2336
ab1b0948a01f,2880,2540
335bfcc61a2a,2872,2416
9b35bba51862,2963,2947
307f96b74288,2832,2320
98721e6d2bde,4240,3480
60fecf059f05,3050,2539
1bb88226bd2b,2832,2320
93e2ba184079,2765,2336
91abd96780d5,2765,2336
f43913da5bde,2836,2336
fe1bd72325f8,2832,2320
a94171e98807,2836,2336
0f753ccffca5,3032,2436
d2c30082b78b,4248,3480
b22add731981,2832,2320
4ff7b31b3269,2988,2996
072726117f1a,2836,2336
f217982afb62,3027,2516
422ae42d46de,4256,3488
04c1af6cb8df,4256,3488
9aa0a71a5c19,2140,1760
b0866caa201a,3050,2539
bbd943e3297c,4248,3480
7919006c6312,2336,2836
043d37504ca8,2992,2593
f228350bd770,3032,2520
0f9ef2e963bf,2446,2010
7d8fed719442,4248,3480
3a3d1ed85206,2808,2874
dd62b538b6cd,2880,2540
e8bd4eade609,3032,2520
891c1b0a13dc,2846,2330
e7e96a713fc6,2836,2336
f2044befe4f9,4256,3488
ce487da64f9f,3048,2536
3981fd745610,2834,2510
cade101ed1d8,2836,2336
1e82f179e878,4256,3488
139af9440cc0,2836,2336
af605c51876c,2992,2991
345ff154ba07,4256,3488
3e2425729f4e,4256,3488
731fd80099b1,3408,2877
a0464a69be84,2780,2336
3c95896feb4e,4248,3480
2967d69518ac,4256,3488
e1fbedcdb7ba,2836,2336
105deb886dcf,2975,2455
f2e5092f45f5,2012,1723
576d88aa052e,2836,2336
a39da0651dbb,2840,2874
8fcdd69753ab,2846,2330
dc3922f524a8,2990,2982
68ad4b624a6d,4240,3480
d234d34f4774,2836,2336
9fa2bf4f4bc2,3050,2539
246ecfa577ee,2840,2457
0936faae80ed,3056,3198
cdb14d392b0b,2876,2833
bfa9733f4e2d,2836,2336
392c3b657bc2,2836,2296
04bf2d19ee4e,2836,2336
ff7663694713,2996,2996
dfff667be98d,2836,2336
ce6d7cb9321f,3056,2544
bee62c601ae9,2987,2781
93bba7a74049,2446,2010
0f0b5a304a47,2832,2320
6abd41e48004,4240,3480
156cb1f5c689,2987,2781
2d50da581cb3,4248,3480
1fa7cc9dd7d7,4248,3480
c6e92e59a0ae,2987,2781
735e6a12b1b5,2840,2874
ed9b7e88b259,2846,2330
4584a4dd0ec8,4248,3480
f43ef9430a14,4248,3480
ec6252fdc2a4,2446,2010
2eb83e7d6a43,2992,2991
008ff73b4ef3,4256,3488
e0ea12e9db87,2802,2801
ac212043ee3c,2836,2336
0d9bd01268f5,4248,3480
ddf602dbe58f,3032,3032
ac979b5bce43,4240,3480
7626c521cad7,2836,2336
27adbea6c748,2836,2336
fd46997f5517,2872,2416
f78663a47369,4248,3488
c47049befba6,4256,3488
57c6e5cf617a,4256,3488
b88a75e32f70,3050,2539
6a90613b6bfb,2955,2914
052a3d6d08de,2850,2233
346ea1e7619e,4248,3480
f5f7e46988f5,3032,3032
bb2dbf6eeb2f,4248,3480
f2c60dd904ce,3050,2539
2ac27ce316d5,3032,2520
08acae0bf785,2695,2966
d0b9ae5271dc,4248,3480
880c10b2c075,2992,2805
289057c7f38c,1387,1140
ebf481813f73,2880,2540
d10f9027aaf3,3032,2436
265c8659d53b,2320,2828
b9ab87190a1e,2999,2876
d0a5d4dbfd76,3032,2436
92b8c6bdda37,1387,1140
cd6e56f2f2ac,2832,2320
c5825d7b769a,2808,2874
ab03f7662b1d,2872,2780
365bfe0fe404,2832,2320
87d22d9e1136,2140,1760
9544a8924cb8,4248,3480
e26f0f351cc4,4256,3488
50416d1b6ec8,4240,3480
7f5bf4d22256,2836,2336
87236e3ea6b3,1387,1140
42741418faa7,4256,3488
abe7166bb280,2798,2801
734261399d24,2012,2012
c9a9e5e120bd,3408,2800
6c15923d252c,3056,2544
2e77ee3c9846,2622,2330
fa183ba97096,2836,2336
48a2d8eba182,3050,2539
7190eb5e2f30,4248,3480
bf0c71616088,2836,2336
c4c6b908c973,2434,2473
763b2412292e,2765,2336
c51c820efe4a,2140,1760
4d3e8ec75220,3052,2948
2529d7e89b5f,2802,2801
3d6c5fa4b95e,3050,2539
b8b7df1b6e04,4256,3488
32704c6f65de,4256,3488
ae57a6f39511,2319,2161
d69a7e63c358,3032,2520
dc3934dc9f96,3032,2436
a244a1bc9130,4248,3480
11c63a24c216,4240,3480
2db35831f400,3052,3052
220d7304a493,3032,3032
1dfc407d4450,3050,2539
ee91b74fb1b6,3105,2502
ad3577882efb,2836,2200
fa0fd4ca39e5,4248,3480
cca1c1a5635c,2846,2330
e10514002e55,2140,1760
f11cdf2bbf5f,2140,1760
beba206be689,2012,2012
73b965e6c11c,2836,2336
c4dfb1c766c1,3117,2800
14fe3a3839c0,2835,2538
f78f90e88861,4280,3520
8ece05be5b24,2836,2336
7438f3fe070e,3050,2539
f6b904159835,2836,2336
52420ef26cc3,3408,2800
22e930bb575f,3480,4240
cc1b73f49815,2880,2540
d69d5e7600e2,2802,2801
4496cad92371,2840,2874
5072f184d3b2,3052,3052
f1d6ae8de9dc,3048,2536
ca614678802e,2832,2320
33c026e51b02,2836,2336
cc3d98f955f5,3056,2544
93301812b0e7,2492,2374
ca7a6f3f453c,2956,2539
48754b579b77,2872,2416
6769744fcb52,2464,2470
8925b615fc62,2428,2428
aac2ef61107a,3032,2436
a5ec3831886a,2836,2336
3b43e17c13b4,2846,2330
93a1b92fa183,4256,3488
ba734a9913a7,2872,2416
55e22c0c5de0,2880,2540
796c8b8701bf,2836,2336
f389be3e30b5,4891,4020
847f48f57169,3032,3032
4b79ad26c2bd,3052,3052
2b27a1493624,3032,2520
de3f49a6fa45,3480,4240
5fb9c3bc1e1c,2880,2540
3b9431421ee9,3050,2539
bb52c80c7f45,2836,2336
7183445f4d28,4248,3480
9ff5f68bc380,2836,2336
262dc03560d6,2880,2540
f4bd569a9c2b,4256,3488
40ba7131aac7,3000,2560
a422012bf2b1,2140,1760
8f50572ee0bc,4240,3480
a2a5696465d1,2832,2320
c6f65ce3990c,2539,3050
095b28ad701c,2880,2540
7f56ffb926a5,2836,2336
5f6f288f7302,2840,2874
7d47d7c39f13,3032,3032
6a5c1e638c4d,2955,2936
aa653fe0943a,2012,1747
76767c467873,2698,2388
ad3c74405f70,3032,3032
78507c170368,1387,1140
87b34dde6c8c,4256,3488
a912dd6ae964,2992,2991
c082ad097fd2,2836,2336
d510dfa4b13d,2880,2400
d176b5544d10,3032,2520
f3728a2aa0e9,2832,2320
c50f63f7cbe9,3056,2544
692bdb3acbd8,2525,2064
e8722d57cefa,2957,2964
5abee60d1a9b,2806,2330
9ac13db7cb74,4248,3480
bf86fc3c72fa,3000,2658
d9a7611d9adb,3408,2800
d6bf0facd8c1,4240,3480
d22e319dbfbf,2836,2336
474498926717,4240,3480
4f0abed3f35c,3032,2520
68b91c11b2dd,3028,2796
09236f094647,3027,2516
d19332cb71d5,2802,2801
2350bf9d5b09,2798,2801
fa9729ef16b6,2836,2005
aabc9640011b,2556,1987
0060e4f54aa8,3408,2800
4ebd5e9e1235,4240,3480
79d3329ab044,3056,2544
620da9404a7d,4248,3480
f5451a98d684,2880,2540
725328925e0f,4240,3480
9ce5032a4dfd,2832,2320
6ea732c63929,4256,3488
fa38e3491eec,3408,2800
d21b4a712efb,4256,3488
4368a4b5ad6d,3056,2544
5e748e15c33d,4240,3480
53989cc7039c,4256,3488
8293e88f28d6,3056,2544
361df3525851,4240,3480
f065b45d0cfd,4240,3480
0da9fb01f04a,3056,2544
6f5e70a99d77,2695,2966
694094fb7f6a,4256,3488
160e0c7bb0bb,4248,3480
0ead88a9e781,2880,2540
926eb1acca79,3050,2539
7b6dea79f2aa,3052,3012
d6ae3b32db56,2992,2991
1fce5a22d0ac,4256,3488
5b8a35fa9e37,3056,2544
ab0a52f278e2,2446,2010
087104225581,3032,2520
0d71137b53d7,1517,1620
92b99745dee6,4248,3480
caa3f0f2c0a6,4240,3480
b929d2a97d34,2832,2320
9ff246567c0d,2836,2336
7b55ab8c5922,2568,1899
ab37848b342f,2836,2336
ef6e312ca719,3032,3032
59bc532be971,3056,2544
38fd3c9ace4e,2846,2330
c957ee30525d,3056,2806
aa301afc5162,3052,3052
0e600ff9b0e7,3032,3032
dcb374d8387e,3032,2520
3f7e9b2c2135,2832,2320
7319e0693070,2836,2336
2e25f3c0102a,3056,2544
494da3247825,1387,1140
2090e218807b,2836,2336
8b2544f4361c,4248,3480
87c718d12689,4248,3480
9f693a11cdaf,2996,2988
b043ad7772e6,2836,2336
814c444eca84,2832,2320
231f8d3c6ad3,2832,2320
8ac094a0ec17,4248,3480
e2b1bc1970e1,3056,2544
fe94f73e3072,4891,4020
5cd4bb304ff1,2992,2989
7ac86a3de985,3056,2544
7960d64c392f,2654,2517
386dbb567259,2836,2336
38556dd92c13,4248,3480
b065dcd6a453,3408,3320
8e45c71fa47d,2808,2874
d1e20151c1ca,2558,2746
fd2511413a1d,4248,3480
85f6fbecd9df,4248,3480
21febad66242,3032,2520
301eaf1a1afe,3048,2536
21a276623bae,3050,2539
afed0cd3c9a7,2845,2520
a82ef99c353a,2798,2801
3030bfea4cc1,4240,3480
c4aa88e3744d,2992,2991
6ad4a0268f1c,2510,2450
f571beddefb6,1948,1416
95adac8ddd01,2832,2320
11f46d9df786,2846,1962
1ed1fa2827c8,2836,2336
4d21277abe60,4280,3520
d5ca04484172,2740,2336
70bed7100941,4248,3480
9a162b548ee4,4248,3480
8705f5ccccf8,2836,2336
99e598b35a97,3408,2800
60a3a716ccba,2836,2336
e7d2feca5b25,2651,2372
bfbeb29ee542,2832,2320
f9d20afa051a,4240,3480
838c06d70303,2836,2336
22939a011958,4248,3480
36815bf5f063,2989,2956
6f829732256b,2832,2320
db5fabaae3b6,2523,2337
fb46a44c8683,2808,2874
4106134cf571,3050,2539
6e0b1b3031bb,2836,2336
8f1e4442dbc7,2021,2021
bfefe3eb008e,3032,3032
b97ca034b024,2992,2991
193ddd7c21eb,2832,2320
0d2cb1c212ff,2770,2004
af2ae323c000,4256,3488
874176447611,2140,1760
05bacfe4dcc2,2836,2336
0b71b8e12551,3048,2536
bb484ab7a8c6,3032,2436
12051dd9bc93,4248,3480
e827527d7d98,3028,2892
5c4864ceb9b2,2580,2336
741019718830,2802,2801
4f57c61c596a,4240,3480
bd7e35836397,3056,2544
8e1b7d9c8419,2999,2986
fb1e24bf6698,3008,3072
f524075b2d23,2880,2540
d89fce5db16d,3408,2800
e563f54f421c,4240,3480
6f08b0295244,3006,3006
c1249f91efbd,2012,2012
f5f000141a70,4248,3480
6896ce94b652,2980,2967
4d15169fe52c,3032,3032
128304c0b63a,2854,2853
c04ecfe0baea,2846,2330
b94286e2c027,3408,2800
9b07ebb8d30c,2872,2416
938c5b2172b6,2836,2336
5b4f7e62949a,1387,1140
cc69791740bb,3408,2800
094788a1dcc6,3032,3032
c4b9b58c877b,2836,2336
9ec191f47340,3032,2436
e08225736f62,4248,3480
5b5f7675f4cc,2698,2464
507b3c3bac7c,3006,2937
2fa1e735585b,3032,2436
b814a1e29517,3032,2436
85455c7f2615,4256,3488
ea3e1b9dfe65,4891,4020
2feb3afc8481,2806,2991
47754956a330,2880,2540
df7f2edf03aa,3408,2800
b443cd373f64,3032,3032
9d45a7e2deda,3027,2516
2fdadd2d1472,2832,2320
5d793122400c,3050,2539
33493c6da159,2836,2336
fb41ef9ddaa2,3269,2800
71e377c150a2,3032,3032
9449f001b42e,3056,2544
b0ded3498288,3056,2544
803d705a1d33,3408,2800
bbaba561b590,4256,3488
43bc2ec3ced8,2832,2320
c23d57b3feb7,2832,2320
4aac2ad7b8fa,4891,4020
1a983ed158a8,2644,2336
070f57210fa7,2846,2330
73628ee25be2,2417,2417
1dfbfe0ab56a,4280,3520
4e94dc5b7c52,4280,3520
cdf9afc8c145,2832,2320
8866f708d338,3056,2544
527244adaa0d,4891,4020
79f4c8de6d24,3408,2800
90cbf03d5dab,4240,3480
5f8ec78b79c4,3000,2372
66be1a0176b4,2840,2590
f689d30c2f86,2880,2540
0022227f5adf,3050,2539
